trip_id,rider_id,zone_id,trip_datetime,distance_km,trip_duration_min,fare_amount,cancelled,payment_mode,hour,day_of_week,month,avg_traffic_index,population_density,traffic_level,zone_Airport District,zone_Central Market,zone_Downtown Core,zone_East End,zone_Greenwood Hills,zone_Harbor Bay,zone_Hillcrest,zone_Industrial Zone,zone_Lakeview,zone_North Ridge,zone_Old Town,zone_Riverside,zone_Sunset Plaza,zone_Tech Park,zone_University Belt,zone_West Gate,traffic_level_encoded,fare_amount_log,distance_km_log,trip_duration_min_sqrt,fare_amount_standard,distance_km_standard,trip_duration_min_standard,fare_amount_minmax,distance_km_minmax,trip_duration_min_minmax,is_peak_hour,fare_per_km,surge_flag,name,age,gender,signup_date,rider_rating,home_zone_id,gender_encoded,pay_Card,pay_Cash,pay_UPI,pay_Wallet,ride_count,ride_frequency_bin,avg_ride_distance,avg_ride_fare,ride_cancellation_rate,days_since_signup
331,487,14,2024-03-22 00:42:00,3.57,15.4,78.41,0,Card,0,Friday,3,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,4.37462430490712,1.5195132049061133,3.924283374069717,-0.11348164841622584,-0.37775065122048845,-0.10361914778605079,0.12982221119533163,0.1002914178053195,0.2959917780061665,0,21.96358543417367,0,Anika Johnson,45.0,Male,2023-05-27,4.76,6.0,1.0,False,False,False,True,4.0,Low,4.9675,77.3275,0.0,1186.0
332,91,15,2024-08-12 15:56:00,16.11,49.64999999999999,184.67,0,Cash,15,Monday,8,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,5.22397090441938,2.839663087904102,7.046275611981126,1.3766638000500384,1.9591522325805657,2.3734643096000383,0.36618978812652403,0.5167332652485997,1.0,0,11.46306641837368,0,Aryan Miller,37.0,Male,2022-02-21,5.0,11.0,1.0,False,False,True,False,12.0,High,8.260187295755012,117.9225,0.08333333333333333,1646.0
333,219,13,2024-01-16 05:29:00,11.46,43.9,182.21,1,UPI,5,Tuesday,1,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,5.210633035903153,2.522523513359307,6.6257075093909785,1.3421657970081884,1.0925973354773042,1.9576035831775567,0.36071769854200747,0.3623110490914026,0.8818088386433711,0,15.899650959860383,0,Sai Smith,30.0,Male,2022-03-20,4.19,12.0,1.0,False,True,False,False,5.0,Medium,6.036,94.098,0.4,1619.0
334,314,2,2024-07-08 13:30:00,2.2,6.1,52.19,1,Cash,13,Monday,7,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,3.9738704087542263,1.1631508098056809,2.4698178070456938,-0.4811798759598495,-0.6330582230552129,-0.7762286705215439,0.07149774416036211,0.05479497992674741,0.10483042137718399,0,23.72272727272727,0,Vivaan Lewis,57.0,Other,2022-04-23,4.33,15.0,2.0,True,False,False,False,2.0,Low,3.045,65.28,0.5,1585.0
335,266,13,2024-01-15 06:59:00,2.97,5.4,57.1,0,Card,6,Monday,1,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.062165663857866,1.3787660946990992,2.32379000772445,-0.41232410566087185,-0.4895641863305867,-0.8268551937381938,0.08241967906279157,0.08036597055922953,0.0904419321685509,0,19.225589225589225,0,Aditya Davis,35.0,Other,2024-04-22,4.09,11.0,2.0,False,False,False,True,9.0,High,6.344444444444445,92.3519888888889,0.1111111111111111,855.0
336,98,10,2024-06-09 00:52:00,1.34,1.0,40.13,0,UPI,0,Sunday,6,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,3.716737782242333,0.8501509293696101,1.0,-0.6503042323357496,-0.7933242900463537,-1.1450790539571367,0.044671158636268575,0.02623517220735179,0.0,0,29.94776119402985,0,Ishaan Lewis,38.0,Male,2022-11-16,3.49,7.0,1.0,False,False,True,False,7.0,High,3.277142857142857,60.33142857142857,0.0,1378.0
337,86,14,2024-04-17 04:40:00,4.4,17.5,57.22,0,Cash,4,Wednesday,4,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,4.064228938317477,1.6863989535702288,4.183300132670378,-0.4106412762441963,-0.22307526098485242,0.04826042186389923,0.08268661026203628,0.12785495316241063,0.33915724563206584,0,13.004545454545454,0,Isha Lewis,32.0,Other,2022-01-21,3.73,1.0,2.0,False,False,True,False,7.0,High,7.692857142857143,93.35828571428571,0.14285714285714285,1677.0
338,238,15,2024-02-02 22:17:00,2.3,10.3,45.8,0,Cash,22,Friday,2,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,3.845883202923601,1.1939224684724346,3.2093613071762426,-0.5707905423978265,-0.6144226338701965,-0.4724695312216437,0.05728365780058119,0.058115887801095736,0.19116135662898256,0,19.91304347826087,0,Pari Brown,18.0,Male,2022-06-16,4.58,15.0,1.0,False,True,False,False,9.0,High,4.701111111111111,75.82622222222223,0.1111111111111111,1531.0
339,202,14,2024-04-27 18:26:00,1.58,4.4,36.42,0,Cash,18,Saturday,4,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,3.6222053208459437,0.9477893989335261,2.0976176963403033,-0.702331708467971,-0.7485988760023145,-0.8991787983334081,0.036418535726286234,0.034205351105787776,0.06988694758478933,1,23.050632911392405,0,Saanvi Reddy,20.0,Female,2024-05-15,3.28,1.0,0.0,False,False,False,True,5.0,Medium,2.4240000000000004,52.262000000000015,0.2,832.0
340,452,15,2024-02-02 20:00:00,17.47,44.4,252.49,0,Cash,20,Friday,2,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,5.5353243745214,2.9161477942111484,6.663332499583072,2.3277428920412118,2.2125962454967887,1.9937653854751638,0.5170504042329938,0.561897612339737,0.8920863309352519,1,14.45277618775043,0,Aryan Smith,26.0,Male,2024-02-19,5.0,5.0,1.0,False,False,True,False,9.0,High,7.597296554939305,111.82622222222223,0.0,918.0
341,368,4,2024-02-03 04:50:00,2.63,2.8,46.57,0,UPI,4,Saturday,2,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.8622023104441903,1.2892326482767593,1.6733200530681511,-0.5599923869741579,-0.5529251895596424,-1.014896565685751,0.05899646632906811,0.06907488378644522,0.03699897225077081,0,17.70722433460076,0,Isha Walker,57.0,Other,2022-02-10,4.25,7.0,2.0,False,True,False,False,9.0,High,3.2744444444444443,56.01777777777778,0.2222222222222222,1657.0
342,373,6,2024-05-17 20:56:00,5.42,19.0,58.44,0,Wallet,20,Friday,5,1.19,24292,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,4.084967400409504,1.8594181177018698,4.358898943540674,-0.39353251050799415,-0.032992251297685404,0.1567458287567207,0.08540041078769084,0.16172821348076355,0.3699897225077081,1,10.782287822878228,0,Ishaan Wilson,38.0,Female,2022-07-28,4.79,14.0,0.0,False,False,False,True,5.0,Medium,5.3740000000000006,63.858000000000004,0.2,1489.0
343,290,5,2024-02-29 00:39:00,3.07,16.1,49.763999999999996,0,UPI,0,Thursday,2,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.927187441947918,1.4036429994545037,4.012480529547776,-0.5152010773336417,-0.4709285971455704,-0.052992624569400695,0.06610128508229818,0.08368687843357786,0.3103802672147996,0,16.209771986970683,0,Emma Walker,24.0,Other,2023-09-12,3.68,1.0,2.0,True,False,False,False,8.0,High,3.3365,57.022999999999996,0.0,1078.0
344,158,10,2024-06-11 11:27:00,1.62,10.3,42.98,0,Cash,11,Tuesday,6,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,3.783734985126615,0.9631743177730056,3.2093613071762426,-0.6103370336897036,-0.7411446403283078,-0.4724695312216437,0.05101077461833047,0.035533714255527114,0.19116135662898256,0,26.53086419753086,0,Sai Taylor,34.0,Female,2023-08-03,4.307041666666667,6.0,0.0,False,True,False,False,8.0,High,4.37375,71.53625,0.0,1118.0
345,2,9,2024-01-05 10:40:00,0.7,10.1,30.66,0,Card,10,Friday,1,3.74,13831,Low,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,3.4550540544528663,0.5306282510621704,3.1780497164141406,-0.7831075204684009,-0.9125920608304585,-0.48693425214068664,0.023605838162540062,0.004981361811522492,0.18705035971223025,0,43.800000000000004,1,Aryan Iyer,25.0,Other,2024-01-29,5.0,2.0,2.0,False,False,True,False,11.0,High,4.407272727272727,70.31090909090909,0.09090909090909091,939.0
346,312,16,2024-03-27 14:36:00,14.536000000000001,39.0,235.19,0,UPI,14,Wednesday,3,6.47,5507,Medium,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,5.4646365658644855,2.743159911548969,6.244997998398398,2.085134984470476,1.6658280588084082,1.6032179206610067,0.4785678230085477,0.4644621753063572,0.7810894141829394,0,16.179829389102917,0,Pari Wilson,50.0,Female,2023-11-03,4.86,16.0,0.0,True,False,False,False,4.0,Low,8.6265,141.78,0.0,1026.0
347,41,1,2024-03-30 02:20:00,6.9,32.3,91.21,0,Cash,2,Saturday,3,4.37,23841,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.52406858455105,2.066862759472976,5.683308895353129,0.06602015602917394,0.2428144686405571,1.1186497698730706,0.1582948724481009,0.2108776500211188,0.6433710174717369,0,13.218840579710143,0,Vivaan Lewis,34.0,Female,2023-05-30,4.26,3.0,0.0,True,False,False,False,4.0,Low,4.7485,71.66,0.25,1183.0
348,26,6,2024-02-23 23:28:00,8.32,18.1,99.79,0,Card,23,Friday,2,1.19,24292,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,4.613039144366787,2.2321626286975,4.254409477236529,0.1863424593214812,0.5074398350677897,0.0916545846210279,0.17738045319409781,0.2580345418368651,0.3514902363823228,0,11.993990384615385,0,Riya Nair,32.0,Female,2023-06-25,3.31,7.0,0.0,False,True,False,False,7.0,Medium,4.562857142857143,71.07428571428571,0.0,1157.0
349,342,10,2024-04-30 13:17:00,8.4,38.0,88.42,1,Cash,13,Tuesday,4,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,4.4933443708058345,2.2407096892759584,6.164414002968976,0.02689437209146581,0.5223483064158029,1.5308943160657924,0.15208872206566137,0.26069126813634375,0.7605344295991778,0,10.526190476190475,0,Noah Clark,34.0,Other,2024-04-25,4.25,3.0,2.0,False,True,False,False,4.0,Low,6.055,89.3525,0.25,852.0
350,83,10,2024-08-10 11:47:00,1.31,3.7,38.34,0,Cash,11,Saturday,8,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,3.672241812960913,0.8372475245337022,1.9235384061671346,-0.6754064378011609,-0.7989149668018587,-0.9498053215500581,0.04068943491420162,0.02523889984504729,0.05549845837615623,0,29.267175572519086,0,Ananya Smith,34.0,Female,2022-03-24,3.68,8.0,0.0,False,True,False,False,6.0,Medium,10.568707924843359,146.64699061032883,0.16666666666666666,1615.0
352,189,13,2024-01-25 15:16:00,1.6920000000000002,10.9,50.92,0,UPI,15,Thursday,1,5.1,19951,Medium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.9497040723958348,0.9902844117824814,3.3015148038438356,-0.49898982061966646,-0.727727016115096,-0.42907536846451516,0.06867272230168892,0.03792476792505791,0.2034943473792395,0,30.094562647754135,0,Aadhya Johnson,27.0,Other,2023-08-31,4.61,8.0,2.0,False,False,True,False,9.0,High,7.655777777777778,117.83444444444444,0.1111111111111111,1090.0
353,69,4,2024-04-09 21:54:00,1.64,2.8,32.07,0,Cash,21,Tuesday,4,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.4986265269937014,0.9707789171582247,1.6733200530681511,-0.7633342748224623,-0.7374175224913047,-1.014896565685751,0.026742279753665422,0.03619789583039677,0.03699897225077081,1,19.554878048780488,0,Emma Davis,32.07032967032967,Female,2023-02-17,4.51,7.0,0.0,False,True,False,False,8.0,High,3.9375,66.5625,0.125,1285.0
354,314,2,2024-02-09 19:05:00,3.89,17.5,78.37,0,Card,19,Friday,2,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.374120463102784,1.5871923034867808,4.183300132670378,-0.1140425915551176,-0.318116765828436,0.04826042186389923,0.12973323412891677,0.11091832300323416,0.33915724563206584,1,20.146529562982007,0,Vivaan Lewis,57.0,Other,2022-04-23,4.33,15.0,2.0,True,False,False,False,2.0,Low,3.045,65.28,0.5,1585.0
355,248,10,2024-06-04 11:39:00,10.53,36.9,128.08,0,Wallet,11,Tuesday,6,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,4.860432367183761,2.4449523342809676,6.074537019394976,0.5830694943027595,0.9192863560566515,1.4513383510110567,0.24030948341603867,0.3314266058599631,0.7379239465570402,0,12.1633428300095,0,,,,,,,,,,,,,,,,,
356,475,5,2024-08-11 15:44:00,7.73,27.2,108.742,0,UPI,15,Sunday,8,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.698132156359965,2.166765369851511,5.215361924162119,0.31188153380548267,0.3974898588761931,0.7497993864374779,0.19729352065775332,0.23844118537820996,0.538540596094553,0,14.067529107373868,0,Kiara Walker,27.0,Male,2023-06-25,4.307041666666667,11.0,1.0,False,False,False,True,9.0,High,3.71,66.68688888888889,0.0,1157.0
357,414,6,2024-08-09 21:04:00,16.12,41.0,254.52909727174128,0,Card,21,Friday,8,1.19,24292,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,5.5433362868062455,2.840247370713596,6.4031242374328485,2.356338332644122,1.9610157914990678,1.7478651298514354,0.521586226567348,0.5170653560360347,0.8221993833504626,1,15.789646232738292,0,Olivia Miller,46.0,Other,2022-08-03,4.01,3.0,2.0,False,True,False,False,8.0,High,7.9262500000000005,126.85738715896765,0.25,1483.0
358,13,15,2024-08-15 17:21:00,3.39,13.1,58.77,0,UPI,17,Thursday,8,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4.0905038628361625,1.47932922708708,3.6193922141707713,-0.38890472961213607,-0.4112947117535179,-0.2699634383550437,0.08613447158561383,0.09431378363149251,0.24871531346351491,0,17.33628318584071,0,Sai Verma,25.0,Female,2023-02-15,4.61,7.0,0.0,True,False,False,False,6.0,Medium,9.13770792484336,141.65997394366215,0.0,1287.0
359,212,2,2024-05-01 12:43:00,11.68,35.4,173.59,0,Cash,12,Wednesday,5,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,5.162440367996683,2.5400259490090797,5.9497899122574065,1.2212825505769895,1.13359563168434,1.342852944118235,0.34154314072959563,0.3696170464149689,0.7070914696813978,0,14.862157534246576,0,Noah Patel,32.07032967032967,Female,2022-10-24,4.78,1.0,0.0,True,False,False,False,7.0,High,4.985714285714286,77.42,0.14285714285714285,1401.0
360,354,10,2024-04-02 15:08:00,13.54,45.0,157.62,0,Wallet,15,Tuesday,4,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,5.066511404655174,2.6769034721053733,6.708203932499369,0.9973260023744086,1.4802175905256445,2.0371595482322924,0.30601904696344523,0.43138593287784777,0.9044193216855089,0,11.641063515509602,0,Arjun Miller,42.0,Other,2024-01-07,4.54,8.0,2.0,False,False,True,False,8.0,High,8.17653094363252,94.02,0.125,961.0
361,393,1,2024-02-11 10:43:00,3.74,17.3,63.34,0,Card,10,Sunday,2,4.37,23841,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.16418152181088,1.556037135706985,4.159326868617084,-0.32481697599373943,-0.34607014960596055,0.03379570094485641,0.09630010142351658,0.10593696119171167,0.3350462487153135,0,16.93582887700535,0,Kabir Lewis,46.0,Male,2023-08-04,4.4,13.0,1.0,False,False,False,True,7.0,High,3.0300000000000002,54.090857142857146,0.0,1117.0
362,427,6,2024-03-11 15:20:00,1.22,6.3,36.1,0,UPI,15,Monday,3,1.19,24292,Low,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,3.6136169696133895,0.7975071958841881,2.5099800796022267,-0.7068192535791059,-0.8156869970683734,-0.7617639496025009,0.035706719194967006,0.022250082758133796,0.1089414182939363,0,29.590163934426233,0,Emma Nair,57.0,Other,2022-09-07,4.03,11.0,2.0,False,True,False,False,4.0,Low,4.415,68.7875,0.0,1448.0
363,409,2,2024-08-23 01:47:00,2.72,4.5,43.93,0,Wallet,1,Friday,8,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,3.8051057230820686,1.3137236682850553,2.1213203435596424,-0.5970146341410215,-0.5361531592931277,-0.8919464378738867,0.05312397994568444,0.07206370087335871,0.07194244604316548,0,16.150735294117645,0,Aarav Brown,32.07032967032967,Female,2024-05-11,4.55,15.0,0.0,False,False,False,True,9.0,High,3.7600000000000002,61.67111111111111,0.2222222222222222,836.0
364,237,14,2024-01-21 09:31:00,16.29,49.64999999999999,188.95,0,Wallet,9,Sunday,1,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,5.2467608796336345,2.850128299695199,7.046275611981126,1.436684715911469,1.9926962931135952,2.3734643096000383,0.3757103342329187,0.5227108994224268,1.0,1,11.59914057704113,0,Anika Clark,41.0,Other,2023-06-24,5.0,5.0,2.0,False,False,False,True,8.0,High,5.8275,79.77875,0.25,1158.0
365,285,1,2024-03-16 19:49:00,30.662247549060154,49.64999999999999,349.75,0,Wallet,19,Saturday,3,4.37,23841,Medium,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,5.86007371898257,3.455125042111962,7.046275611981126,3.6916761342568045,4.671049303010031,2.3734643096000383,0.7333981412208327,1.0,1.0,1,11.406535004989234,0,Aadhya Taylor,29.0,Female,2022-05-12,3.81,14.0,0.0,False,True,False,False,11.0,High,8.203840686278197,115.5489,0.09090909090909091,1566.0
366,34,5,2024-04-12 02:41:00,0.57,3.9,23.42,0,Cash,2,Friday,4,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.1954024686825586,0.4510756193602167,1.9748417658131499,-0.8846382286078301,-0.9368183267709799,-0.9353406006310152,0.007500989141442448,0.0006641815748696656,0.059609455292908536,0,41.087719298245624,1,Isha Smith,28.0,Male,2022-09-12,3.57,15.0,1.0,False,True,False,False,9.0,High,5.75231059903251,113.6483873731896,0.0,1443.0
368,364,2,2024-04-08 20:22:00,7.83,25.1,104.64,0,UPI,20,Monday,4,7.59,15568,High,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.0,4.660037087428932,2.178155014615869,5.0099900199501395,0.25435681491212087,0.4161254480612094,0.597919816787528,0.18816892249690492,0.24176209325255826,0.4953751284686537,1,13.363984674329501,0,Sophia Reddy,22.0,Female,2024-05-28,5.0,2.0,0.0,False,False,True,False,7.0,High,7.422285714285715,96.72314285714286,0.0,819.0
369,425,10,2024-03-19 16:39:00,7.76,26.8,89.07,0,Card,16,Tuesday,3,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,4.5005871457956514,2.1701959049483,5.176871642217914,0.03600969809845865,0.4030805356316979,0.7208699445993922,0.15353459939490355,0.23943745774051445,0.5303186022610483,0,11.478092783505154,0,Kiara Iyer,26.0,Female,2024-01-10,4.41,3.0,0.0,False,False,False,True,6.0,Medium,4.911666666666666,75.75333333333333,0.0,958.0
370,399,7,2024-02-03 17:11:00,3.84,15.2,51.04,0,Cash,17,Saturday,2,8.49,6489,High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.0,3.9520126536443043,1.5769147207285403,3.8987177379235853,-0.4973069912029909,-0.3274345604209442,-0.11808386870509373,0.06893965350093362,0.10925786906605998,0.2918807810894142,0,13.291666666666666,0,Krishna Patel,27.0,Female,2023-12-30,5.0,11.0,0.0,False,False,True,False,3.0,Low,6.7299999999999995,91.55333333333333,0.0,969.0
371,98,11,2024-06-25 00:38:00,3.12,9.9,61.91,0,Cash,0,Tuesday,6,6.51,4778,Medium,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,4.141705133581938,1.415853163361435,3.146426544510455,-0.34487069320912406,-0.46161080255306214,-0.5013989730597295,0.09311917129918376,0.08534733237075202,0.18293936279547793,0,19.842948717948715,0,Ishaan Lewis,38.0,Male,2022-11-16,3.49,7.0,1.0,False,False,True,False,7.0,High,3.277142857142857,60.33142857142857,0.0,1378.0
372,394,4,2024-07-06 22:09:00,1.052,3.6,34.22,0,UPI,22,Saturday,7,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,3.56161410306806,0.7188149273085231,1.8973665961010275,-0.7331835811070241,-0.8469947868992008,-0.9570376820095796,0.03152479707346651,0.016670957529228606,0.05344295991778007,0,32.52851711026616,1,Noah Patel,42.0,Other,2024-01-12,3.56,2.0,2.0,False,False,False,True,5.0,Medium,3.3223999999999996,50.8712,0.0,956.0
373,199,4,2024-01-02 11:54:00,15.25,36.7,153.66,0,Card,11,Tuesday,1,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,5.041229159180889,2.7880929087757464,6.058052492344384,0.941792631624113,1.798886165589425,1.436873630092014,0.2972103173883697,0.4881734575292042,0.7338129496402879,0,10.076065573770492,0,Myra Johnson,38.0,Other,2024-02-08,4.98,10.0,2.0,True,False,False,False,7.0,High,10.033178221294307,135.56,0.0,929.0
374,171,15,2024-01-17 19:10:00,3.97,9.6,77.96,0,Card,19,Wednesday,1,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4.368941395125226,1.6034198401085373,3.0983866769659336,-0.11979225872875947,-0.30320829448042286,-0.5230960544382938,0.12882121919816397,0.11357504930271282,0.17677286742034945,1,19.637279596977326,0,Isabella Wilson,32.0,Female,2024-02-04,3.91,15.0,0.0,True,False,False,False,10.0,High,8.926,130.18099999999998,0.3,933.0
375,296,10,2024-08-20 14:21:00,6.64,23.3,81.89,0,Wallet,14,Tuesday,8,4.89,8343,Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,4.417514427603435,2.033397603178429,4.8270073544588685,-0.0646795953326327,0.1943619367595144,0.46773732851614225,0.1375632159734283,0.20224328954781318,0.45837615621788297,0,12.332831325301205,0,Noah Johnson,36.0,Other,2023-07-30,4.41,8.0,2.0,False,False,False,True,5.0,Medium,6.4707418995009105,131.8271887323946,0.0,1122.0
376,273,11,2024-06-09 14:31:00,11.782285265529893,5.6,268.74538965435016,0,Card,14,Sunday,6,6.51,4778,Medium,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,5.5974785128127635,2.548060248732917,2.3664319132398464,2.555701624456754,1.152657093565294,-0.812390472819151,0.5532093263548751,0.3730138458522492,0.09455292908530319,0,22.809275416254632,0,Pari Patel,35.0,Other,2023-04-06,4.19,15.0,2.0,False,False,False,True,4.0,Low,9.475571316382474,167.62134741358756,0.0,1237.0
377,8,4,2024-03-16 05:06:00,13.74,48.6,178.18,0,Wallet,5,Saturday,3,1.52,21855,Low,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,5.188390887169432,2.6905648867611904,6.971370023173351,1.285650775764832,1.5174887688956773,2.297524524775064,0.3517532591007059,0.4380277486265445,0.9784172661870505,0,12.967976710334788,0,William Walker,30.0,Female,2023-08-15,4.15,2.0,0.0,True,False,False,False,7.0,Medium,9.36,132.2657142857143,0.2857142857142857,1106.0
378,294,8,2024-03-03 08:37:00,3.74,7.6,62.75,0,UPI,8,Sunday,3,2.64,5810,Low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,4.154969184038536,1.556037135706985,2.756809750418044,-0.3330908872923946,-0.34607014960596055,-0.6677432636287224,0.09498768969389676,0.10593696119171167,0.13566289825282632,1,16.77807486631016,0,Aadhya Davis,56.0,Female,2023-04-21,4.36,5.0,0.0,False,False,False,True,5.0,Medium,8.24,110.918,0.0,1222.0
379,26,5,2024-01-11 13:20:00,5.61,18.0,83.53,0,Card,13,Thursday,1,6.41,18139,Medium,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,4.437106500940836,1.888583653863595,4.242640687119285,-0.04168092663806584,0.002415368153845794,0.08442222416150638,0.14121127569643935,0.16803793844202541,0.34943473792394664,0,14.889483065953653,0,Riya Nair,32.0,Female,2023-06-25,3.31,7.0,0.0,False,True,False,False,7.0,Medium,4.562857142857143,71.07428571428571,0.0,1157.0
380,45,14,2024-05-22 16:37:00,5.72,14.8,91.48,0,UPI,16,Wednesday,5,2.8,13584,Low,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,4.5269924049240675,1.9050881545350582,3.847076812334269,0.06980652221669424,0.022914516257363706,-0.14701331054317934,0.15889546764640153,0.17169093710380856,0.28365878725590965,0,15.993006993006995,0,Emma Smith,31.0,Male,2022-09-29,3.72,10.0,1.0,False,True,False,False,5.0,Low,11.656449509812031,184.29838873239459,0.0,1426.0
381,316,12,2024-04-23 18:08:00,11.48,23.4,132.93,0,Card,18,Tuesday,4,3.63,10109,Low,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,4.897317275399031,2.5241273629412815,4.8373546489791295,0.6510838498933992,1.0963244533143073,0.4749696889756635,0.2510979527188458,0.36297523066627224,0.460431654676259,1,11.579268292682928,0,Sophia Verma,33.0,Other,2022-05-22,4.23,16.0,2.0,False,False,False,True,7.0,High,4.857714285714286,71.64142857142858,0.0,1556.0
382,499,15,2024-07-25 17:25:00,5.4,13.1,102.32,0,UPI,17,Thursday,7,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4.6378309682276395,1.8562979903656263,3.6193922141707713,0.22182211285639206,-0.0367193691346886,-0.2699634383550437,0.18300825264484047,0.1610640319058939,0.24871531346351491,0,18.948148148148146,0,Anika Reddy,49.0,Female,2023-05-19,4.52,9.0,0.0,False,True,False,False,7.0,High,9.657463935580022,157.31856338028186,0.0,1194.0
383,50,15,2024-04-23 00:14:00,6.24,17.56,100.25,0,Cash,0,Tuesday,4,6.33,2591,Medium,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4.617592705986649,1.979621206397625,4.190465367951393,0.19279330541873765,0.11981958001944898,0.05259983813961199,0.17840368945786922,0.18895965805041987,0.3403905447070915,0,16.065705128205128,0,Krishna Iyer,22.0,Male,2024-01-31,4.307041666666667,10.0,1.0,False,False,False,True,9.0,High,3.907777777777778,67.02444444444444,0.0,937.0
384,486,8,2024-02-22 07:51:00,8.65,33.0,134.81,0,UPI,7,Thursday,2,2.64,5810,Low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,4.911256850115977,2.2669579153508947,5.744562646538029,0.6774481774213172,0.5689372793783438,1.169276293089721,0.25527987484034625,0.2689935378222146,0.6577595066803701,1,15.584971098265896,0,Krishna Taylor,26.0,Male,2022-09-27,4.59,15.0,1.0,False,False,True,False,5.0,Medium,5.0120000000000005,90.6,0.2,1428.0
